;Alternate Name;Artist;Author;Genre;Name;Plot;Status;Year of Release
1150;Do You Want to Try?;;Cha, Kyung Hee (Story & Art);['Comedy', 'Drama', 'Romance', 'Shoujo'];Do You Want to Try!;When the hot-tempered Han Hye Won accidentally insults the handsome jjang of Han Hwa Go, Sun Woo Bin decides to pay her a visit...with his entire motorcycle gang, ready to see some blood. So how does that lead up to a kiss and the infamous captain begging for a date? Do you want to try? (Source: Esthétique);Ongoing;
1151;Docteur Du Ming;;;['Drama', 'Romance', 'Seinen'];Doctor Du Ming;"Du Ming, young anaesthetist in a big Chinese hospital, is haunted by the memory of Zhang Qian: a young lady coming from the same school as him , who bewitched him by the sulphurous beauty and the aura of strangeness she emits. 
After graduating, Du Ming stayed in touch with Zhang Qian, who writes him. Now a terrible piece of news arises: the young lady is said to have committed suicide.";Ongoing;
1152;Dr wa Amai Kiss wo Suru;KAWAMARU Shin;KAWAMARU Shin;['Romance', 'Shoujo'];Doctor wa Amai Kisu wo Suru;There are many popular doctors at Hokusan University Hospital!! Such doctors develop passionate love affairs. Which way are they going? ;Ongoing;2005
1153;;FUJIMA Takuya;TSUZUKI Masaki;['Action', 'Adventure', 'Fantasy', 'Romance', 'Shounen'];Dog Days;;Completed;2011
1154;Dogs: Stray Dogs Howling in the Dark, Dogs Prelude;MIWA Shirow;MIWA Shirow;['Action', 'Mature', 'Sci-Fi', 'Shounen'];Dogs;"In a post apolyptic world devoid of seasons, where man's ""golden age of technology"" ruined earth and caused science to run amok, there live four individuals looking for a door to the hell far below the surface. Through a series of coincidences, the ex-hitman-now-bartender Mihai, the deranged and psychopathic Haine, the vengeful yet kind Naoto, and the freelancer Badou meet one another. ";Completed;2000
1155;Dogs: Hardcore Twins;MIWA Shirow;MIWA Shirow;['Action', 'Adventure', 'Mature', 'Sci-Fi', 'Shounen'];Dogs: Bullets & Carnage;"It is sometime in the future, where a certain European city extends far underground, even secret, dark levels that have the key to the past. Ex-assassin Mihai has returned. Sword-wielding Naoto, Haine a mysterious product of genetic engineering and his sometime partner Badou, not to mention the scary but cute twins Luki and Noki, hang around plying their dangerous, and often deadly trades.

Contains an extra story called Dogs: Hardcore Twins in vol. 2.";Ongoing;2005
1156;Douran;OOGA Asagi;MATSUMOTO Sakura;['Action', 'Adventure', 'Comedy', 'Shounen'];Dohran;General Tokugawa was given 13 sacred swords to bring peace to Japan. However just when Tokugawa started a new dynasty, he was assassinated by his 12 commanders, aka masters of the 12 sacred swords. The last one, Crimson Firebird, was given to Dohran, Tokugawa's naive son . Many years have passed and now, under the cover of a travelling performer, Dohran is seeking revenge and also to bring back the smile in the faces of people. ;Ongoing;2007
1157;Haneishi High School;MURASE Katsutoshi;MURASE Katsutoshi;['Comedy', 'Shounen', 'Sports'];Dois Sol;"Nonaga Hiromasa is an up and coming soccer coach who has made a name for himself for bringing multiple teams from literally nothing to the top in the country. What’s even more impressive is that he just entered high school! He was recruited into his current high school as the new soccer coach, and his observation skills and ability to predict the opponents’ movement make his sole presence enough to win games.

The fact that Hiromasa is going to be coaching at the high school has many top soccer players flocking to this school, but none stand out more to him than Sakamichi Kappo. Not only can Kappo score a goal from half field with his powerful kick, but his ball control is second to none. Initially, Kappo didn’t want to play on a team because he thought no one understood “his soccer style,” but when Hiromasa was able to understand it, Kappo decideds to play for the team. Will the brilliant coach and the talented player be able to take the high school soccer world by storm? ";Ongoing;2011
1158;;Baek Seung Hoon;Min;['Action', 'Drama', 'School Life'];Dokgo;After Kang huâ€™s death from bullying, the family was torn into pieces. His younger brother, suppresses his resentment, and heads back to school. The story begins exactly one year after kang huâ€™s death where the his brother seeks to destroy the delinquent circle...;Ongoing;2015
1159;;Min;Min;['Action', 'Drama', 'School Life'];Dokgo 2;The sequel to Dokgo! After getting revenge for his older brother, a new story begins for Kang Hyuk.;Ongoing;2017
1160;Somewhere, Someone is Eating tooedit;ONO Natsume;ONO Natsume;['Josei', 'Slice of Life'];Doko ka de Dare ka mo Tabete iru;;Ongoing;
1161;Poison Princess, Doku Hime;;Mihara, Mitsukazu (Story & Art);['Drama', 'Horror', 'Josei', 'Romance'];Dokuhime;It starts with poisonous herbs under the cradle. Then under the sheets. And inside the clothes. Even mixed in the milk that they feed the newborn. This way the child gradually gets used to poisons and becomes the perfect assassination tool - the “Poison Princess” whose every kiss, tear and even touch bring death. Her only chance of survival is to fulfill her duty as an assassin and find a way to live on in the enemy land she is sent to… if her heart is strong enough.;Ongoing;2004
1162;Dolkara;Hanamura;Hanamura;['Action', 'Comedy', 'Martial Arts', 'Supernatural'];Dolkara;;Ongoing;2017
1163;Doll Star - Invoker Variant, Doll Star - Kotodama Tsukai Ihon;;Satomi, Ran (Story), Maki, Ebishi (Art);['Horror', 'Mystery', 'Seinen'];Doll Star;Everyone knows that Yugi Nonoka is crazy. Her classmates have ostracized her and her teachers have given up on her. Yet, while Yugi may seem messed to the world, she has a disturbing knack for knowing the messed up crap that other people are hiding. And she has the power to do something about it... (Source: Storm in Heaven);Ongoing;2008
1164;Doll Gun;;;['Action', 'Adventure', 'Ecchi', 'Martial Arts', 'Shounen', 'Supernatural'];Dollgun;The day a young boy was born was the day that the legendary thief died. The many battles that revolve around the treasure left behind by him. Here, the curtains are pulled and the story starts.;Ongoing;2004
1165;Dolls;;naked ape (Story & Art), Saki, Otoh (Story), Nakamura, Tomomi (Art);['Action', 'Mystery'];Dolls;After the crime rate began to spiral out of control in the third Toutoh empire, a law was established to help expedite trials and relieve the pressure on the overcrowded prisons, which were filled to the brim with criminals who had been sentenced to life in prison without any chance of parole. According to this new law, trials could be held and the accused criminals sentenced to death even if they hadn\'t been captured yet. Moreover, in order to capture/kill these criminals who had been given a punishment by the courts, the Special Executions police force was created...;Ongoing;2005
1166;;KINASHI Runamu;KINASHI Runamu;['Horror', 'Mystery', 'Psychological', 'Seinen', 'Supernatural'];Dolls Code;The 7 teenagers who committed crimes had their body parts related to the crime they committed taken away and was sent to a school with a locked room. To return to their normal lives, they have to continuously take the examination and graduate as the first in class within one week, or else...;Ongoing;2013
1167;;KINASHI Runamu;KINASHI Runamu;['Horror', 'Mystery', 'Psychological', 'Seinen', 'Supernatural'];Dolls Code;The 7 teenagers who committed crimes had their body parts related to the crime they committed taken away and was sent to a school with a locked room. To return to their normal lives, they have to continuously take the examination and graduate as the first in class within one week, or else...;Ongoing;2013
1168;;LIN Qing Hui;LIN Qing Hui;['Fantasy', 'Romance', 'Shoujo', 'Supernatural'];Dolls Music Staff;"From Friendship Scans:

Ke Lin received a doll with the same name as her as a present from her dad, who found it on a business trip in Germany. When she took her new doll to go play at the park, she met and became best friend with a boy at the park. However, he had to move away soon and so, he made a promise with her that he will come back and find her. She gave him one of the glass shoes tied with a ribbon from her doll with her name on it as something to remember her by. Every day, she comes to the park waiting for him…believing that he would come see her again. Fast forward to a few years later, Ke Lin is now a high school student. QiangShu is a one of the students from the same high school. Ke Lin is attracted to QiangShu and reminded her so much of that boy from her childhood. However, there is a big problem – QiangShu is a GIRL!?

Second part of the Agreement of the Glass Shoe trilogy.";Completed;2000
1169;;NOMURA Yuusuke;KURANDO Yukiaki;['Action', 'Horror', 'Shounen', 'Supernatural'];Dolly Kill Kill;"Humanity's peaceful days all at once transform into an unspeakably odious hell.
The sudden invasion of wasp-like insects, along with gargantuan ""dolls"" wielding their enormous alien weapons, annihilating everyone in their path.
In the middle of the chaos, high school first-year, Iruma Ikaruga, fights to save his best friend and his beloved senpai from the dolls' assault with an unyielding spirit.
However, all that awaits him is despair.
Just what are the enormous puppets known as ""Dolly""after?
What fate awaits Iruma?
The curtain has risen on humanity's ""puppet show"" of unimaginable despair, and the battle for survival has begun.";Ongoing;2014
1170;Dominion Tank Police;SHIROW Masamune;SHIROW Masamune;['Action', 'Comedy', 'Sci-Fi', 'Shounen'];Dominion;"From Prisms:

Sometime in the future, both crime and pollution proliferate in the cities. Leona is a member of the Tank Police, and loves her tank Napoleon over all else. Pitted against the Tank Police is the master criminal Buaku, and his cat-girl assistants.

Note: Dominon is 1 volume. Dark Horse in the early 90's or late 80's released in 6 small segments and has been republished by Dark Horse in a single volume in 1993, 2000 and 2007. ";Ongoing;1985
1171;;SHITAKAMIKI Ruco;SHITAKAMIKI Ruco;['Comedy', 'Shounen', 'Slice of Life'];Domino Kick;"Sae, a young lady of a wealthy family, sometimes can't control herself and gets the urge to behave in a manner unbefitting of her upbringing. It's her butler's job to intervene.

This is the original Niconico Seiga version of ""Domino Kick - Naraberareta Domino o Kick Shitara Dou Naru no Kashira?"" (I wonder what would happen if I kicked a line of dominoes). As opposed to the Gangan Online version, it doesn't have the subtitle and has a partially different set of chapters.";Ongoing;2013
1172;A Child's Dream;OTOMO Katsuhiro;OTOMO Katsuhiro;['Horror', 'Psychological', 'Seinen', 'Supernatural'];Domu;"A twisted old man, gifted with extrasensory powers, silently holds sway over an entire block of apartments. The occupants are puppets for him to control. Life is his to give...and to take. But suddenly there is a new voice in his head, and before he knows it, a young girl with her own battery of psychic abilities has arrived to challenge him! Soon, the sprawling complex becomes a battleground between two minds possessing incredible, unimaginable power.

Winner of Japan's Science Fiction Grand Prix award, the first graphic novel ever awarded such an honor, Domu comes from the boundless imagination of Katsuhiro Otomo, renowned creator of the internationally acclaimed graphic-fiction epic, Akira. A work of rare strength, Domu is both visually stunning and emotionally gripping, a terrifying tale of the paranormal set amongst the human isolation of modern urban life.";Completed;1980
